token	token_ids	count
swiss	5364	2
switch	6942	5
switched	7237	1
switching	11991	1
sword	4690	2
swords	10689	1
swore	12860	1
swung	7671	1
syllable	16353	1
sylvester	20016	8
symbol	6454	3
symbolic	12613	1
symbols	9255	3
symmetric	19490	1
symmetrical	23476	1
symmetry	14991	3
sympathetic	13026	2
sympathy	11883	3
symphony	6189	1
symptoms	8030	1
synagogue	13067	17
syndicate	16229	2
synonym	10675	1
synonymous	22594	1
synthesized	23572	5
synthetic	12553	3
system	2291	89
systems	3001	13
t	1056	38
table	2795	10
tables	7251	1
tablet	13855	1
tackle	11147	1
tactic	19717	4
tactical	8608	1
tactics	9887	6
tad	18819	1
tags	22073	1
tail	5725	1
tailed	14578	1
take	2202	60
taken	2579	34
takes	3138	14
taking	2635	23
tale	6925	1
talent	5848	6
talented	10904	1
talents	11725	2
talk	2831	8
talked	5720	2
talking	3331	7
talks	7566	7
tall	4206	6
tallest	13747	1
tangled	14170	1
tank	4951	81
tanker	20135	1
tanks	7286	62
tap	11112	3
tape	6823	4
taped	19374	1
tapped	10410	1
tapping	15135	1
target	4539	4
targeted	9416	4
targets	7889	10
task	4708	27
tasked	13487	6
tasks	8518	2
taste	5510	1
tasted	12595	1
taught	4036	4
tavern	13090	1
tax	4171	9
taxa	23726	4
taxation	14952	1
taxes	7773	4
taxon	28521	3
taxonomic	27691	2
taxonomy	25274	1
tea	5572	1
teach	6570	1
teacher	3836	4
teaching	4252	2
team	2136	138
teamed	12597	2
teammate	10809	5
teammates	13220	3
teams	2780	27
teased	13074	1
teaser	27071	2
tech	6627	4
technical	4087	10
technically	10892	3
technician	16661	1
technique	6028	25
techniques	5461	4
technological	10660	1
technology	2974	5
teenager	10563	1
teenagers	12908	2
teens	13496	3
teeth	4091	22
telecast	28803	1
telecommunications	12108	1
telephone	7026	3
telescope	12772	1
telescopes	28026	1
televised	13762	4
television	2547	33
tell	2425	9
telling	4129	7
tells	4136	14
temper	12178	1
temperament	26270	1
temperate	16868	1
temperature	4860	14
temperatures	7715	8
template	23561	1
temple	3379	24
temples	8436	3
tempo	13657	1
temporarily	8184	11
temporary	5741	8
temps	29023	1
tempting	23421	2
ten	2702	46
tenant	16713	1
tend	7166	5
tended	11121	5
tendencies	20074	2
tendency	11765	2
tender	8616	1
tenderness	24605	1
tennis	5093	2
tenor	9534	1
tension	6980	7
tensions	13136	6
tentatively	19325	1
tenth	7891	6
tenure	7470	2
term	2744	21
termed	12061	3
terminal	5536	9
terminals	17703	1
terminate	20320	1
terminated	12527	2
terminates	28790	1
terminating	23552	3
terminus	7342	3
terms	3408	24
terrace	11134	1
terraces	25633	1
terrain	9291	14
terrestrial	12350	21
terrible	6659	5
terrific	27547	2
terrified	10215	1
territorial	7894	3
territories	6500	6
territory	3700	8
terror	7404	1
terrorist	9452	2
tertiary	13553	5
tested	7718	10
testing	5604	3
testosterone	25937	1
tests	5852	2
text	3793	5
textbook	16432	1
textile	12437	2
textiles	18762	3
texts	6981	3
texture	14902	2
than	2084	194
thanking	28638	1
thanks	4283	3
that	2008	1522
the	1996	16057
theater	4258	17
theaters	12370	6
theatre	3004	23
theatres	13166	3
theatrical	8900	5
their	2037	466
theirs	17156	1
them	2068	172
thematic	23539	4
theme	4323	16
themed	11773	4
themes	6991	13
themselves	3209	11
then	2059	129
theories	8106	1
theorist	24241	3
theory	3399	6
there	2045	222
thereafter	6920	4
thereby	8558	2
therefore	3568	17
thereof	21739	1
these	2122	222
they	2027	417
thick	4317	20
thicker	19638	3
thickness	14983	8
thief	12383	1
thieves	15862	1
thin	4857	5
thing	2518	17
things	2477	20
think	2228	12
thinking	3241	8
thinks	6732	6
third	2353	88
thirds	12263	3
thirteen	7093	7
thirteenth	14725	2
thirty	4228	9
this	2023	494
thoroughly	12246	1
those	2216	76
though	2295	57
thought	2245	48
thoughts	4301	4
thousand	4595	6
thousands	5190	6
thrash	27042	2
thread	11689	1
threat	5081	20
threaten	15686	1
threatened	5561	3
threatening	8701	2
threatens	17016	1
threats	8767	4
three	2093	253
threw	4711	7
thrive	25220	1
throat	3759	1
throne	6106	16
throttle	24420	1
through	2083	199
throughout	2802	44
throw	5466	7
throwing	6886	4
thrown	6908	6
throws	11618	2
thrusts	25842	1
thugs	24106	1
thumbs	16784	1
thus	2947	19
thwarted	28409	1
ticked	26019	1
ticket	7281	1
tide	10401	2
tides	22487	2
tie	5495	3
tied	5079	13
tier	7563	1
ties	7208	3
tight	4389	4
tightened	8371	1
tighter	12347	1
tile	14090	1
tilted	9939	1
timber	7227	5
time	2051	301
timed	22313	1
timeline	17060	1
timely	23259	2
times	2335	66
timing	10984	6
tin	9543	7
tinged	22683	2
tiny	4714	2
tip	5955	15
tipped	11182	2
tips	10247	3
tires	13310	1
tissue	8153	3
title	2516	55
titled	4159	13
tko	26537	2
to	2000	4766
tobacco	9098	1
today	2651	17
toes	10393	1
together	2362	25
told	2409	28
tolerance	13986	1
tolerant	23691	2
tombstone	26671	4
ton	10228	4
tone	4309	10
toned	27604	1
tongue	4416	4
tonight	3892	2
tonnes	11000	12
tons	6197	51
too	2205	54
took	2165	88
tool	6994	2
tools	5906	1
tooth	11868	6
top	2327	76
topics	7832	2
topography	21535	1
topology	19587	4
topped	9370	5
toppled	27251	1
tops	13284	7
torches	24711	1
tore	9538	1
torn	7950	4
tornado	11352	1
torpedo	9862	25
torpedoes	18544	9
tortured	12364	1
tossed	7463	1
tossing	15021	1
total	2561	57
totaled	23596	4
totally	6135	3
touch	3543	3
touchdown	7921	4
touchdowns	10183	3
touches	12817	1
touching	7244	1
tough	7823	1
tour	2778	28
touring	6828	4
tourism	6813	9
tourist	7538	3
tourists	9045	1
tournament	2977	20
tournaments	8504	3
tours	7562	2
tow	15805	1
toward	2646	36
towards	2875	38
towed	18948	3
tower	3578	13
town	2237	86
towns	4865	6
trace	7637	3
traces	10279	2
track	2650	51
tracked	12808	10
tracker	27080	3
tracking	9651	8
tracks	3162	22
trade	3119	19
traded	7007	2
trademark	11749	3
traders	13066	1
trades	14279	1
trading	6202	2
tradition	4535	7
traditional	3151	22
traditionally	6964	7
traditions	7443	1
traffic	4026	8
tragedy	10576	2
tragic	13800	1
trail	4446	2
trailers	21389	3
trailing	12542	3
train	3345	7
trained	4738	7
trainee	26758	1
training	2731	40
trains	4499	1
trait	18275	2
traits	12955	1
trans	9099	3
transaction	12598	1
transfer	4651	19
transferred	4015	34
transferring	14391	1
transfers	15210	2
transform	10938	3
transformation	8651	7
transformations	21865	1
transformed	8590	5
transforming	17903	1
transgender	16824	1
transit	6671	5
transition	6653	12
transitional	17459	3
transitioned	23946	5
translate	17637	2
translates	16315	1
translating	22969	2
translation	5449	3
translations	11913	5
translator	11403	1
translators	28396	2
transmission	6726	6
transmit	19818	1
transmitted	11860	1
transmitter	11659	1
transparent	13338	1
transported	9687	11
transports	19003	3
trap	8132	2
trapped	7567	7
traps	16735	2
travel	3604	6
traveled	6158	4
traveling	7118	2
travelled	7837	7
travelling	8932	4
travels	7930	2
traverse	20811	1
treacherous	26648	2
treason	14712	4
treasure	8813	13
treasury	9837	5
treat	7438	2
treaties	16013	1
treating	12318	1
treatment	3949	13
treatments	13441	3
trees	3628	14
trembling	10226	1
tremendous	14388	2
trenches	19874	2
trends	12878	1
trial	3979	22
trials	7012	14
triangle	9546	1
triangular	14023	1
tribe	5917	2
tribes	6946	3
tribune	10969	1
tributaries	15777	3
tribute	7050	3
trick	7577	1
tried	2699	16
tries	5363	6
trillion	23458	1
trim	12241	2
trip	4440	6
triple	6420	34
tripped	21129	1
trips	9109	1
triumphant	25251	1
troop	10123	5
troops	3629	79
trophy	5384	3
tropical	5133	216
trouble	4390	7
troubles	13460	2
trough	23389	21
truce	18415	1
truck	4744	6
trucks	9322	1
true	2995	9
truly	5621	1
truncated	25449	4
trunks	20509	1
trust	3404	2
trusted	9480	3
trustee	13209	1
truth	3606	8
truths	23019	1
try	3046	10
trying	2667	8
tsunami	19267	1
tube	7270	1
tubes	10868	7
tubular	25147	1
tucked	9332	1
tune	8694	2
tunnel	5234	4
tunnels	10633	5
turbine	14027	1
turbines	17396	6
turbo	15386	1
turbulence	29083	1
turbulent	22609	2
turkish	5037	2
turmoil	17930	1
turn	2735	22
turned	2357	35
turning	3810	19
turns	4332	11
turret	14493	35
turrets	21088	22
tutor	14924	2
tv	2694	4
twelfth	11313	2
twelve	4376	11
twenties	18946	1
twentieth	9086	1
twenty	3174	13
twice	3807	12
twin	5519	8
twins	8178	2
twisted	6389	2
two	2048	428
tying	15233	6
type	2828	59
types	4127	16
typhoon	15393	106
typical	5171	6
typically	4050	6
typing	22868	1
tyrant	26508	2
ugly	9200	1
uh	7910	1
ultimately	4821	26
ultimatum	29227	1
ultra	11087	2
unable	4039	29
unacceptable	21873	1
unanimous	13604	3
unarmed	23206	7
unavailable	20165	2
unaware	11499	1
uncanny	28953	1
uncertain	9662	4
unchanged	15704	1
uncle	4470	4
unclear	10599	5
unconscious	9787	2
uncovered	14486	4
und	6151	1
undefeated	15188	10
under	2104	187
undergo	13595	3
undergoing	14996	5
undergone	17215	1
underground	5230	9
underlying	10318	2
underneath	7650	3
underside	17313	4
understand	3305	7
understanding	4824	6
understood	5319	4
undertaken	10607	7
undertook	12543	2
underwater	11564	6
underway	14128	3
underwent	9601	8
undeveloped	29341	2
undisclosed	18206	1
undoubtedly	17319	1
unearthed	27422	1
uneven	17837	4
unexpected	9223	2
unfamiliar	16261	2
unfinished	14342	6
unfit	29439	1
unfortunately	6854	3
unhappy	12511	4
unharmed	28150	1
unidentified	20293	3
unification	16905	1
uniform	6375	6
uniformed	25189	1
uniformly	27423	1
uniforms	11408	1
unionist	17104	4
unique	4310	7
unit	3131	45
unitarian	25477	1
unite	15908	1
uniting	26112	1
units	3197	40
unity	8499	2
universal	5415	9
universally	21186	2
universe	5304	1
universities	5534	7
unknown	4242	15
unless	4983	3
unlike	4406	15
unlikely	9832	3
unlimited	14668	2
unnamed	13294	2
unnecessary	14203	2
unofficial	11982	1
unprecedented	15741	4
unpredictable	21446	1
unreasonable	29205	1
unrelated	15142	3
unreleased	13270	2
unrest	16591	4
unseen	16100	1
unsigned	27121	1
unspecified	25851	1
unstable	14480	1
unsuccessful	7736	9
unsuccessfully	11551	7
unsuitable	25622	3
until	2127	123
unto	19662	1
unused	15171	4
unusual	5866	7
unusually	12890	6
unveiled	11521	2
up	2039	205
upbeat	27999	2
upcoming	9046	3
update	10651	2
updated	7172	1
upgrade	12200	1
upgraded	9725	29
upgrading	25925	1
uploaded	21345	1
upon	2588	45
upper	3356	33
ups	11139	5
upscale	28276	1
upset	6314	5
upside	14961	2
upstairs	8721	1
upstream	13909	3
upward	10745	3
upwards	14873	7
urban	3923	7
urged	9720	1
urgency	19353	1
urgent	13661	1
urging	14328	2
usable	24013	1
usage	8192	3
usd	13751	16
use	2224	108
used	2109	178
useful	6179	4
useless	11809	1
uses	3594	19
using	2478	59
usual	5156	6
usually	2788	24
ut	21183	1
utility	9710	1
utilize	16462	2
utilized	12550	1
utilizes	21852	3
utterly	12580	1
uv	23068	1
v	1058	7
vacancy	15619	1
vacant	10030	1
vacated	15348	1
vacuum	11641	1
vague	13727	1
vain	15784	2
valet	27238	2
valid	9398	1
validity	16406	1
valleys	12467	1
valuable	7070	4
value	3643	18
valued	11126	1
valve	10764	1
vanish	25887	1
vapor	20064	4
variable	8023	1
variant	8349	3
variants	10176	3
variation	8386	8
variations	8358	4
varied	9426	3
varies	9783	2
varieties	9903	1
various	2536	34
variously	17611	3
varsity	11710	4
vary	8137	7
varying	9671	4
vase	18781	1
vassal	24351	2
vast	6565	3
vastly	24821	1
vault	11632	2
ve	2310	2
vegetables	11546	3
vegetation	10072	7
vehicle	4316	5
vehicles	4683	14
veil	15562	2
vein	12818	1
velocity	10146	6
vendors	17088	1
vengeance	14096	2
ventilation	19536	1
ventral	23420	2
venture	6957	3
ventures	13252	5
venue	6891	3
venues	9356	5
vera	12297	1
verbal	12064	1
vernacular	18485	1
versa	18601	2
versatile	22979	1
verse	7893	15
verses	11086	2
version	2544	28
versions	4617	12
versus	6431	3
vertebrae	25517	25
vertical	7471	4
vertically	20018	1
very	2200	69
vessel	6258	11
vessels	6470	22
veteran	8003	3
via	3081	21
viable	14874	1
vibe	21209	1
vibration	17880	2
vibrations	22755	3
vic	10967	1
vicinity	9884	9
vicious	13925	1
victim	6778	4
victims	5694	11
victories	9248	10
victorious	13846	3
victory	3377	22
video	2678	43
videos	6876	8
view	3193	45
viewed	7021	12
viewer	13972	7
viewers	7193	8
viewpoint	21386	2
views	5328	13
vigorous	21813	1
vigorously	22400	1
viking	12886	4
villa	6992	9
village	2352	34
villagers	11904	5
villages	4731	4
villain	12700	2
villains	16219	2
vines	16702	1
vineyards	20597	2
violated	14424	1
violation	11371	2
violations	13302	2
violence	4808	13
violent	6355	7
violet	8766	1
violin	6710	1
viper	17947	1
virgin	6261	1
virginity	26970	2
virtually	8990	11
virtue	11870	2
virus	7865	1
visa	9425	1
visible	5710	9
visionary	28036	2
visions	12018	1
visit	3942	11
visited	4716	12
visiting	5873	2
visitor	10367	1
visitors	5731	3
visits	7879	2
visual	5107	10
visuals	26749	2
vital	8995	7
vitamin	17663	1
vocal	5554	4
vocalist	8032	8
vocals	2955	7
vodka	21092	1
vogue	17734	1
voice	2376	12
voiced	6126	1
voices	5755	3
void	11675	1
volcanic	10942	3
volcano	12779	3
volume	3872	1
volumes	6702	5
voluntary	10758	5
volunteered	14382	1
volunteers	7314	8
vote	3789	6
voted	5444	5
voter	14303	1
voters	7206	7
votes	4494	5
voting	6830	3
vowed	18152	1
vs	5443	3
vulnerability	18130	8
vulnerable	8211	7
wade	10653	2
wage	11897	1
wagons	14525	2
wait	3524	4
waited	4741	5
waiting	3403	4
wake	5256	5
waking	12447	2
walk	3328	10
walked	2939	1
walking	3788	9
walks	7365	12
walkway	19467	1
wall	2813	19
walled	17692	6
walls	3681	11
wan	14071	8
want	2215	14
wanted	2359	28
wanting	5782	1
wants	4122	7
war	2162	291
warehouse	9746	2
warfare	8309	7
warlord	16579	1
warm	4010	7
warmer	16676	1
warned	7420	4
warning	5432	15
warnings	16234	5
warp	24136	1
warrant	10943	1
warrior	6750	17
warriors	6424	1
wars	5233	13
warship	21905	15
warships	15964	28
wartime	12498	3
was	2001	2575
wash	9378	1
washed	8871	2
washing	12699	1
wasn	2347	2
waste	5949	9
watch	3422	3
watched	3427	6
watching	3666	6
water	2300	59
waterfall	14297	2
waters	5380	20
waterway	23668	1
waterways	21938	1
wave	4400	10
wavelength	19934	1
waves	5975	9
way	2126	89
ways	3971	13
we	2057	55
weak	5410	16
weaken	23021	5
weakened	11855	29
weakening	22031	11
weaker	15863	2
weakly	17541	1
weakness	11251	5
weaknesses	21775	3
wealth	7177	3
wealthiest	27809	1
wealthy	7272	6
weapon	5195	8
weapons	4255	23
wear	4929	4
wearing	4147	6
wears	11651	5
weather	4633	14
web	4773	4
website	4037	6
wedge	17632	2
week	2733	72
weekend	5353	4
weekends	13499	2
weekly	4882	6
weeks	3134	27
weigh	17042	6
weighed	12781	6
weighing	15243	5
weighs	21094	13
weight	3635	21
weights	15871	1
welcome	6160	2
welcomed	10979	3
welding	23604	1
welfare	7574	1
well	2092	121
went	2253	52
were	2020	1085
weren	4694	3
westward	15165	17
wet	4954	4
wharf	16435	1
what	2054	110
whatever	3649	2
wheel	5217	2
wheelchair	13204	10
wheeler	12819	2
wheels	7787	7
when	2043	309
whenever	7188	3
where	2073	176
whereabouts	18913	1
whereas	6168	6
whereby	13557	3
wherein	16726	2
whereupon	26090	1
whether	3251	13
which	2029	623
while	2096	248
whilst	5819	4
whiskey	13803	1
whistle	13300	2
whitehead	23257	2
whites	12461	1
who	2040	292
whole	2878	16
wholly	12590	2
whom	3183	15
whose	3005	26
why	2339	16
wide	2898	48
widely	4235	17
widen	21255	1
wider	7289	8
widespread	6923	18
widow	7794	2
wielding	26974	2
wife	2564	30
wild	3748	2
will	2097	63
willing	5627	5
willingness	19732	1
win	2663	59
wind	3612	42
winding	12788	2
window	3332	6
windows	3645	6
winds	7266	99
wine	4511	3
wines	14746	1
winner	3453	18
winning	3045	24
wins	5222	18
winter	3467	7
winters	12214	1
wire	7318	1
wired	17502	1
wires	14666	1
wisdom	9866	4
wise	7968	1
wish	4299	4
wished	6257	4
wishes	8996	4
wishing	10261	1
wit	15966	2
with	2007	1481
withdraw	10632	9
withdrawal	10534	2
withdrawing	21779	6
withdrawn	9633	6
withdrew	6780	14
within	2306	117
without	2302	55
withstand	19319	5
witness	7409	7
witnessed	9741	1
witnesses	9390	1
wives	10403	1
wo	24185	1
woman	2450	12
won	2180	85
wonder	4687	3
wondered	4999	1
wonderful	6919	1
wondering	6603	1
wooden	4799	42
word	2773	18
words	2616	8
wore	5078	2
work	2147	126
worked	2499	27
worker	7309	1
workers	3667	6
workforce	14877	1
working	2551	30
workplace	16165	2
works	2573	54
workshops	9656	2
world	2088	192
worlds	8484	1
worldwide	4969	16
worm	15485	2
worries	15508	1
worry	4737	2
worsened	27622	2
worship	7425	2
worshipped	22876	1
worst	5409	12
worth	4276	14
would	2052	295
wouldn	2876	1
wound	6357	1
wounded	5303	20
wounds	8710	3
wrapped	5058	2
wraps	19735	1
wrecked	18480	4
wrestled	20615	4
wrestlers	14039	5
wrinkled	15968	1
wrists	12150	1
write	4339	7
writer	3213	12
writes	7009	12
writing	3015	54
writings	7896	8
written	2517	41
wrong	3308	2
wrote	2626	56
wrought	18481	6
wry	24639	1
wwf	16779	3
yanked	10963	1
yard	4220	5
yards	4210	11
yd	21076	9
yeah	3398	6
yearly	12142	3
years	2086	127
yellow	3756	3
yes	2748	1
yesterday	7483	1
yet	2664	27
yield	10750	2
yields	16189	1
you	2017	77
young	2402	52
younger	3920	16
youngest	6587	26
your	2115	17
yours	6737	1
yourself	4426	1
youth	3360	17
youthful	22446	1
youths	19634	5
yugoslav	12292	2
zero	5717	5
zion	19999	1
zone	4224	21
zones	10019	6
zoo	9201	2
zoom	24095	1
zu	16950	2
